No,Kode Identitas Bencana,ID Kabupaten,Tanggal Kejadian,Kejadian,Kabupaten,Provinsi,Kronologi & Dokumentasi,Penyebab,Meninggal,Hilang,Terluka,Rumah Rusak,Rumah Terendam,Fasum Rusak
9045,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,"• Akibat hujan deras dengan intensitas tinggi sehingga menyebabkan pergeseran tanah sepanjang 25 m dengan tinggi tebingan 30 m lebar retakan 15 Cm di Kp. Bitung Kidul RT. 04/03 dan Kp. Bitung Ranji RT. 01/03, dan terjadi longsor di Kp. Bitung Munjul RT. 03/04 dengan panjang longsoran 6 m dan tinggi 10 m.",0,0,0,1,0,0
9046,1612 101 2021 02 7 1,1612,07/02/21,BANJIR,PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan kiriman air dari hulu sungai menyebabkan meluapnya Sungai Lematang,0,0,0,0,3,0
9047,3376 101 2021 02 7 1,3376,07/02/21,BANJIR,KOTA TEGAL,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan dan luapan dari sungai kemiri,0,0,0,0,30,0
9048,3202 105 2021 02 7 1,3202,07/02/21,PUTING BELIUNG,SUKABUMI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9049,3303 105 2021 02 7 1,3303,07/02/21,PUTING BELIUNG,PURBALINGGA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9050,3214 102 2021 02 7 1,3214,07/02/21,TANAH LONGSOR,PURWAKARTA,JAWA BARAT,Dokumentasi,•Hujan dengan intensitas lebat dan menyebabkan pergeseran tanah,0,0,0,1,0,0
9051,3171 101 2021 02 7 1,3171,07/02/21,BANJIR,KOTA JAKARTA SELATAN,DKI JAKARTA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0
9052,3217 102 2021 02 7 1,3217,07/02/21,TANAH LONGSOR,BANDUNG BARAT,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9053,3604 101 2021 02 7 1,3604,07/02/21,BANJIR,SERANG,BANTEN,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan dan luapan dari sungai Ciduirian,0,0,0,0,86,0
9054,2172 107 2021 02 7 1,2172,07/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9055,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi,0,0,0,1,0,0
9056,8107 104 2021 02 7 1,8107,07/02/21,GELOMBANG PASANG / ABRASI,SERAM BAGIAN TIMUR,MALUKU,Dokumentasi,• Angin musim barat yang terjadi sejak awalFebruari 2021 sampai sekarang,0,0,0,28,0,0
9057,3275 105 2021 02 7 1,3275,07/02/21,PUTING BELIUNG,KOTA BEKASI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,21,0,0
9058,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9059,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi yang cukup lama sehingga mengakibatkan tebingan pemakaman keluarga Bpk. H.Sayadi longsor,0,0,0,1,0,0
9060,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9061,3211 102 2021 02 7 1,3211,07/02/21,TANAH LONGSOR,SUMEDANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9062,3216 105 2021 02 7 1,3216,07/02/21,PUTING BELIUNG,BEKASI,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai angin kencang.,0,0,1,52,0,0
9063,3201 105 2021 02 7 1,3201,07/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9064,3301 105 2021 02 7 1,3301,07/02/21,PUTING BELIUNG,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9065,3203 102 2021 02 7 1,3203,07/02/21,TANAH LONGSOR,CIANJUR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan kondisi tanah yang labil,0,0,0,0,0,0
9066,3325 102 2021 02 7 1,3325,07/02/21,TANAH LONGSOR,BATANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9067,3203 101 2021 02 7 1,3203,07/02/21,BANJIR,CIANJUR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,5,0
9068,3271 102 2021 02 7 1,3271,07/02/21,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9069,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan  yang cukup lama dan tembok penahan tebingan (TPT) yang tidak sesuai spesifikasi akhirnya tidak kuat menahan tebingan berakibat terjadinya longsor,0,0,0,1,0,0
9070,3172 101 2021 011 7 1,3172,07/02/21,BANJIR,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9071,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi Yg cukup lama sehingga mengakibatkan tanah penahan tebing jalan Desa longsor,0,0,0,1,0,0
9072,3213 102 2021 02 7 1,3213,07/02/21,TANAH LONGSOR,SUBANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9073,5108 102 2021 02 7 1,5108,07/02/21,TANAH LONGSOR,BULELENG,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9074,3215 101 2021 02 7 1,3215,07/02/21,BANJIR,KARAWANG,JAWA BARAT,Dokumentasi,"• Akibat hujan dengan intensitas tinggi dan luapan beberapa air sungai pada hari Minggu, 07 Februari 2021 Pukul 07.00 WIB",1,0,0,0,13585,57
9075,3211 102 2021 02 7 1,3211,07/02/21,TANAH LONGSOR,SUMEDANG,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas tinggi dan struktur tanah yang labil,0,0,0,1,0,0
9076,1108 101 2021 02 7 1,1108,07/02/21,BANJIR,ACEH BESAR,ACEH,Dokumentasi,• Akibat hujan dengan intensitas tinggi membuat Alue Mesjid dan Alue Paya Kameng meluap.,0,0,0,0,75,0
9077,3215 105 2021 02 7 1,3215,07/02/21,PUTING BELIUNG,KARAWANG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9078,3210 102 2021 02 7 1,3210,07/02/21,TANAH LONGSOR,MAJALENGKA,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan kondisi tanah yang labil.,0,0,1,2,0,0
9079,3275 101 2021 02 7 1,3275,07/02/21,BANJIR,KOTA BEKASI,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,422,0
9080,3209 101 2021 02 7 1,3209,07/02/21,BANJIR,CIREBON,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,1554,0
9081,3172 101 2021 02 7 1,3172,07/02/21,BANJIR,KOTA JAKARTA TIMUR,DKI JAKARTA,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0
9082,3201 105 2021 02 7 1,3201,07/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,16,0,0
9083,3201 105 2021 02 7 1,3201,07/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Akibat Hujan dengan intesitas tinggi di sertai angin kencang,0,0,0,1,0,0
9084,3210 101 2021 02 7 1,3210,07/02/21,BANJIR,MAJALENGKA,JAWA BARAT,Dokumentasi,• Hujan deras tgl. 07 Februari 2021 yang menyebabkan beberapa sungai meluap serta jebolnya tanggul di wilayah utara Majalengka tidak mamp menampung debit air sehingga air meluap,1,0,2,0,9992,71
9085,1304 105 2021 02 7 1,1304,07/02/21,PUTING BELIUNG,SIJUNJUNG,SUMATERA BARAT,Dokumentasi,cuasa ekstrim,0,0,0,2,0,0
9086,3212 101 2021 02 7 1,3212,07/02/21,BANJIR,INDRAMAYU,JAWA BARAT,Dokumentasi,: hujan dengan intensitas tinggi mengakibatkan beberapa sungai meluap,2,0,0,15,57050,0
9087,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9088,3201 105 2021 02 7 1,3201,07/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,21,0,0
9089,3201 105 2021 02 7 1,3201,07/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9090,3209 102 2021 02 7 1,3209,07/02/21,TANAH LONGSOR,CIREBON,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,0,0
9091,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas lebat dan mengakibatkan tanah menjadi labil,0,0,0,1,0,0
9092,3201 102 2021 02 7 1,3201,07/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9093,3201 102 2021 02 6 1,3201,06/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas sedang dan struktur tanah yang labil yang mengakibatkan tembok penahan tanah longsor,0,0,0,1,0,0
9094,3673 105 2021 02 6 1,3673,06/02/21,PUTING BELIUNG,KOTA SERANG,BANTEN,Dokumentasi,"hujan dengan intensitas tinggi disertai angin kencang, dan struktur bangunan kurang kokoh",0,0,0,1,0,0
9095,5107 102 2021 02 6 1,5107,06/02/21,TANAH LONGSOR,KARANGASEM,BALI,Dokumentasi,Belum Diketahui,0,0,0,7,0,0
9096,2102 107 2021 02 6 1,2102,06/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9097,3201 105 2021 02 6 1,3201,06/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
9098,5271 101 2021 02 6 1,5271,06/02/21,BANJIR,KOTA MATARAM,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil.,0,0,0,1,12,0
9099,5106 102 2021 02 6 1,5106,06/02/21,TANAH LONGSOR,BANGLI,BALI,Dokumentasi,Belum Diketahui,0,0,6,2,0,0
9100,3324 105 2021 02 6 1,3324,06/02/21,PUTING BELIUNG,KENDAL,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,61,0,0
9101,3201 105 2021 02 6 1,3201,06/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Akibat Hujan dengan intesitas tinggi disertai angin kencang,0,0,0,1,0,0
9102,5101 101 2021 012 6 1,5101,06/02/21,BANJIR,JEMBRANA,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9103,5103 102 2021 02 6 1,5103,06/02/21,TANAH LONGSOR,BADUNG,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,1
9104,3275 101 2021 02 6 1,3275,06/02/21,BANJIR,KOTA BEKASI,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,115,0
9105,3214 102 2021 02 6 1,3214,06/02/21,TANAH LONGSOR,PURWAKARTA,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9106,3214 105 2021 02 6 1,3214,06/02/21,PUTING BELIUNG,PURWAKARTA,JAWA BARAT,Dokumentasi,•Hujan dengan intensitas lebat dan Angin Kencang,0,0,0,1,0,0
9107,3301 105 2021 02 6 1,3301,06/02/21,PUTING BELIUNG,CILACAP,JAWA TENGAH,Dokumentasi,Terjadi Angin Kencang,0,0,0,2,0,0
9108,3201 105 2021 02 6 1,3201,06/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai angin kencang.,0,0,0,1,0,0
9109,5103 101 2021 02 6 1,5103,06/02/21,BANJIR,BADUNG,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9110,3321 101 2021 02 6 1,3321,06/02/21,BANJIR,DEMAK,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi yang mengakibatkan limpasan air dari Sungai Dolok.,0,0,0,0,821,0
9111,3318 101 2021 02 6 1,3318,06/02/21,BANJIR,PATI,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9112,3374 101 2021 02 6 1,3374,06/02/21,BANJIR,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil dan meluapnya kali Beringin serta drainase yang buruk.,1,0,0,0,13297,0
9113,3201 105 2021 02 6 1,3201,06/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
9114,2172 107 2021 02 6 1,2172,06/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9115,5302 101 2021 02 6 1,5302,06/02/21,BANJIR,SUMBA TIMUR,NUSA TENGGARA TIMUR,Dokumentasi,"Hujan yang mengguyur wilayah Sumba Timur selama seminggu sejak tanggal, 31 Januari 2021 mengakibat banjir besar sehingga meluapnya sungai ke lahan pertanian jagung dan tanaman holtikultura masyarakat di Desa Kiritana Kecamatan Kambera hari Sabtu, 06 Februari 2021",0,0,0,0,27,0
9116,3301 101 2021 011 6 1,3301,06/02/21,BANJIR,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9117,5108 101 2021 02 6 1,5108,06/02/21,BANJIR,BULELENG,BALI,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9118,3375 101 2021 02 6 1,3375,06/02/21,BANJIR,KOTA PEKALONGAN,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas yang tinggi yang terjadi pada pukul 00.15 s.d. 09.00 WIB dan disertai limpasan sungai,0,0,0,0,7597,0
9119,5206 101 2021 02 6 1,5206,06/02/21,BANJIR,BIMA,NUSA TENGGARA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,145,0
9120,5108 102 2021 02 6 1,5108,06/02/21,TANAH LONGSOR,BULELENG,BALI,Dokumentasi,Belum Diketahui,0,0,0,3,0,0
9121,3211 102 2021 02 6 1,3211,06/02/21,TANAH LONGSOR,SUMEDANG,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan kondisi tanah yang labil,0,0,0,0,0,0
9122,3201 102 2021 02 6 1,3201,06/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9123,3324 101 2021 02 6 1,3324,06/02/21,BANJIR,KENDAL,JAWA TENGAH,Dokumentasi,Seluruh Wilayah Kabupaten Kendal terjadi hujan intensitas sedang – lebat disertai angin kencang bervariasi sejak 6 Februari 2021 pukul 02.00 WIB dini hari,1,0,0,18,0,1
9124,3271 102 2021 02 6 1,3271,06/02/21,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas sedang disertai kondisi tanah yang labil,0,0,0,1,0,0
9125,3201 102 2021 02 6 1,3201,06/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9126,7206 101 2021 02 6 1,7206,06/02/21,BANJIR,TOLI-TOLI,SULAWESI TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9127,3216 105 2021 02 6 1,3216,06/02/21,PUTING BELIUNG,BEKASI,JAWA BARAT,Dokumentasi,• Akibat hujan deras disertai angin kencang,0,0,0,18,0,0
9128,3374 102 2021 02 6 1,3374,06/02/21,TANAH LONGSOR,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai kondisi tanah yang labil.,0,0,0,12,0,0
9129,3214 102 2021 02 6 1,3214,06/02/21,TANAH LONGSOR,PURWAKARTA,JAWA BARAT,Dokumentasi,•Hujan dengan intensitas lebat dan menyebabkan pergeseran tanah,0,0,0,1,0,0
9130,3315 102 2021 02 6 1,3315,06/02/21,TANAH LONGSOR,GROBOGAN,JAWA TENGAH,Dokumentasi,• Akibat hujan pada malam hari disertai struktur tanah yang labil,0,0,3,1,0,0
9131,2172 107 2021 02 5 1,2172,05/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTA TANJUNG PINANG,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9132,3203 102 2021 02 5 1,3203,05/02/21,TANAH LONGSOR,CIANJUR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9133,5107 102 2021 02 5 1,5107,05/02/21,TANAH LONGSOR,KARANGASEM,BALI,Dokumentasi,Belum Diketahui,0,0,0,5,0,0
9134,3510 105 2021 02 5 1,3510,05/02/21,PUTING BELIUNG,BANYUWANGI,JAWA TIMUR,Dokumentasi,• Akibat hujan dengan intensitas tinngi disertai angin kencang.,0,0,1,27,0,2
9135,3214 102 2021 02 5 1,3214,05/02/21,TANAH LONGSOR,PURWAKARTA,JAWA BARAT,Dokumentasi,•Hujan dengan intensitas lebat dan menyebabkan pergeseran tanah,0,0,0,3,0,0
9136,3509 101 2021 02 5 1,3509,05/02/21,BANJIR,JEMBER,JAWA TIMUR,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,744,0
9137,3308 105 2021 011 5 1,3308,05/02/21,PUTING BELIUNG,MAGELANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9138,5203 101 2021 02 5 1,5203,05/02/21,BANJIR,LOMBOK TIMUR,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan meluapnya air di saluran irigasi pertanian,0,0,0,0,80,0
9139,5205 101 2021 02 5 1,5205,05/02/21,BANJIR,DOMPU,NUSA TENGGARA BARAT,Dokumentasi,• Telah terjadi hujan dengan intensitas yang cukup besar dan berlangsung cukup lama sekitar pkl. 15:00 WITA,0,0,0,67,200,5
9140,3304 102 2021 02 5 1,3304,05/02/21,TANAH LONGSOR,BANJARNEGARA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9141,3271 102 2021 02 5 1,3271,05/02/21,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9142,2102 107 2021 02 5 1,2102,05/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9143,3201 102 2021 02 5 1,3201,05/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
9144,5314 101 2021 02 5 1,5314,05/02/21,BANJIR,ROTE NDAO,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,1
9145,3201 105 2021 02 5 1,3201,05/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai angin kencang.,0,0,1,3,0,0
9146,8171 104 2021 02 5 1,8171,05/02/21,GELOMBANG PASANG / ABRASI,KOTA AMBON,MALUKU,Dokumentasi,Belum Diketahui,0,0,0,0,159,0
9147,3374 102 2021 02 5 1,3374,05/02/21,TANAH LONGSOR,KOTA SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,1,0,1,4,0,0
9148,3201 105 2021 02 5 1,3201,05/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Akibat hujan deras dengan intensitas tinggi disertai angin sehingga mengakibatkan dinding kamar bagian samping roboh/jebol dikaranakan material bangunan sudah lama,0,0,0,1,0,0
9149,5314 102 2021 02 5 1,5314,05/02/21,TANAH LONGSOR,ROTE NDAO,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9150,1202 107 2021 02 5 1,1202,05/02/21,KEBAKARAN HUTAN DAN LAHAN,MANDAILING NATAL,SUMATERA UTARA,Dokumentasi,• Dalam penyelidikan,1,0,0,0,0,0
9151,3201 105 2021 02 5 1,3201,05/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,• Hujan dengan intensitas lebat dan disertai angin Kencang.,0,0,0,3,0,0
9152,3326 101 2021 02 5 1,3326,05/02/21,BANJIR,PEKALONGAN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,722,0
9153,5201 105 2021 02 5 1,5201,05/02/21,PUTING BELIUNG,LOMBOK BARAT,NUSA TENGGARA BARAT,Dokumentasi,• Akibat hujan dengan intensitas tinggi disertai angin kencang.,0,0,0,24,0,0
9154,3204 105 2021 02 4 1,3204,04/02/21,PUTING BELIUNG,BANDUNG,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9155,3201 105 2021 02 4 1,3201,04/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Akibat hujan deras yang di sertai angin kencang sehingga mengakibatkan pohon tumbang.,0,0,1,3,0,0
9156,3313 102 2021 02 4 1,3313,04/02/21,TANAH LONGSOR,KARANGANYAR,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9157,5205 101 2021 02 4 1,5205,04/02/21,BANJIR,DOMPU,NUSA TENGGARA BARAT,Dokumentasi,Belum Diketahui,0,0,0,4,70,0
9158,3201 102 2021 02 4 1,3201,04/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9159,3201 105 2021 02 4 1,3201,04/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,hujan dengan intensitas tinggi disertai angin kencang,0,0,0,1,0,0
9160,3604 101 2021 02 4 1,3604,04/02/21,BANJIR,SERANG,BANTEN,Dokumentasi,• Akibat hujan dengan intensitas tinggi dan tersumbatnya drenaise sehingga Sungai Cidurian meluap.,0,0,0,0,38,0
9161,3301 105 2021 02 4 1,3301,04/02/21,PUTING BELIUNG,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,5,0,0
9162,3517 101 2021 02 4 1,3517,04/02/21,BANJIR,JOMBANG,JAWA TIMUR,Dokumentasi,•Hujan dengan intensitas labat dan mengakibatkan sungai meluap di sungai Afvour sehingga menggenangi jalan Nasional Jombang – Madiun dan terdapat tanggul jebol di Desa Bandar Kedung Mulyo,0,0,0,0,2058,0
9163,3322 102 2021 011 4 1,3322,04/02/21,TANAH LONGSOR,SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9164,3322 105 2021 011 4 1,3322,04/02/21,PUTING BELIUNG,SEMARANG,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9165,5312 105 2021 02 4 1,5312,04/02/21,PUTING BELIUNG,NGADA,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,2,0,0
9166,5312 105 2021 02 4 1,5312,04/02/21,PUTING BELIUNG,NGADA,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9167,3216 101 2021 02 4 1,3216,04/02/21,BANJIR,BEKASI,JAWA BARAT,Dokumentasi,Hujan intensitas sedang hingga lebat mengakibatkan Limpas nya kali Ciherang dan Kali Kampung Yg menuju ciherang,0,0,0,73,10695,0
9168,6210 101 2021 02 4 1,6210,04/02/21,BANJIR,PULANG PISAU,KALIMANTAN TENGAH,Dokumentasi,• Akibat hujan dengan intensitas tinggi,0,0,0,0,57,0
9169,2102 107 2021 02 4 1,2102,04/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9170,6201 107 2021 02 4 1,6201,04/02/21,KEBAKARAN HUTAN DAN LAHAN,KOTAWARINGIN BARAT,KALIMANTAN TENGAH,Dokumentasi,• Akibat pembersihan/pembukaan lahan yang dilakukan oleh masyarakat,0,0,0,0,0,0
9171,3201 105 2021 02 4 1,3201,04/02/21,PUTING BELIUNG,BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,5,0,0
9172,3201 102 2021 02 4 1,3201,04/02/21,TANAH LONGSOR,BOGOR,JAWA BARAT,Dokumentasi,Akibat hujan dengan intensitas tinggi yang cukup lama sehingga mengakibatkan  tanah longsor.,0,0,0,1,0,0
9173,3218 102 2021 02 4 1,3218,04/02/21,TANAH LONGSOR,PANGANDARAN,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9174,3314 101 2021 02 4 1,3314,04/02/21,BANJIR,SRAGEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,1,0
9175,3271 102 2021 02 4 1,3271,04/02/21,TANAH LONGSOR,KOTA BOGOR,JAWA BARAT,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9176,3303 105 2021 02 4 1,3303,04/02/21,PUTING BELIUNG,PURBALINGGA,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9177,5312 105 2021 02 4 1,5312,04/02/21,PUTING BELIUNG,NGADA,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,4,0,0
9178,5312 105 2021 02 4 1,5312,04/02/21,PUTING BELIUNG,NGADA,NUSA TENGGARA TIMUR,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9179,3604 101 2021 02 4 1,3604,04/02/21,BANJIR,SERANG,BANTEN,Dokumentasi,Akibat hujan dengan intensitas tinggi di wilayah tersebut dan tersumbatnya drainase sehingga terjadi luapan air Sungai Cidurian.,0,0,0,0,217,0
9180,1304 105 2021 02 4 1,1304,04/02/21,PUTING BELIUNG,SIJUNJUNG,SUMATERA BARAT,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
9181,7305 105 2021 02 4 1,7305,04/02/21,PUTING BELIUNG,TAKALAR,SULAWESI SELATAN,Dokumentasi,Hujan deras disertai Angin Kencang,0,0,1,2,0,0
9182,3310 101 2021 02 4 1,3310,04/02/21,BANJIR,KLATEN,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9183,2102 107 2021 02 4 1,2102,04/02/21,KEBAKARAN HUTAN DAN LAHAN,BINTAN,KEPULAUAN RIAU,Dokumentasi,Belum Diketahui,0,0,0,0,0,0
9184,1606 101 2021 02 4 1,1606,04/02/21,BANJIR,MUSI BANYU ASIN,SUMATERA SELATAN,Dokumentasi,Belum Diketahui,0,0,0,0,310,0
9185,3301 102 2021 02 4 1,3301,04/02/21,TANAH LONGSOR,CILACAP,JAWA TENGAH,Dokumentasi,Belum Diketahui,0,0,0,1,0,0
